Site,Latitude,Longitude,Date,Air_Temperature,Wind_Speed_at_3m,DHI,DHI_Uncertainty,DNI,DNI_Uncertainty,GHI,GHI_Uncertainty,Relative_Humidity,Relative_Humidity_Uncertainty,Barometric_Pressure,Barometric_Pressure_Uncertainty,power_out_kwh,power_out_farm_kwh
Duba - TVTC,27.34103,35.72295,2013-08-01,31.7,2.1,1450.2,117.8,8478.8,561.9,7454.3,468.4,56.1,3.0,1001.3,5.0,210.081,13025044.613
Duba - TVTC,27.34103,35.72295,2013-09-01,31.2,2.5,1500.8,227.2,7584.2,1056.5,6605.2,745.2,50.6,3.0,1004.2,5.0,297.402,18438933.311
Duba - TVTC,27.34103,35.72295,2013-10-01,27.6,2.2,1076.9,189.7,7772.4,1076.0,5662.9,719.9,49.1,3.0,1007.8,5.0,315.09,19535578.937
Duba - TVTC,27.34103,35.72295,2013-11-01,25.8,2.1,1192.5,216.3,6161.1,776.9,4447.3,562.9,43.0,3.0,1009.3,5.0,363.833,22557672.901
Duba - TVTC,27.34103,35.72295,2013-12-01,21.1,2.6,1204.7,124.8,5047.5,727.4,3611.0,411.2,39.2,3.0,1013.8,5.1,447.408,27739273.829
Duba - TVTC,27.34103,35.72295,2014-01-01,21.0,2.3,1040.9,108.0,6519.4,483.2,4288.5,278.0,42.2,3.0,1012.9,5.1,402.77,24971750.169
Duba - TVTC,27.34103,35.72295,2014-02-01,22.1,2.7,1107.5,126.7,7638.9,531.2,5385.1,345.0,38.5,3.0,1011.3,5.1,387.054,23997357.621
Duba - TVTC,27.34103,35.72295,2014-03-01,24.3,2.5,1930.4,171.9,5880.6,496.1,5843.8,394.4,42.6,3.0,1008.7,5.1,347.76,21561125.174
Duba - TVTC,27.34103,35.72295,2014-04-01,27.9,2.3,2452.8,217.8,6172.5,502.3,6903.0,444.6,41.1,3.0,1007.1,5.0,273.78,16974386.32
Duba - TVTC,27.34103,35.72295,2014-05-01,31.0,2.9,2113.6,213.7,7403.2,599.9,7544.3,496.8,33.6,3.0,1005.7,5.0,301.864,18715547.04
Duba - TVTC,27.34103,35.72295,2014-06-01,32.2,2.8,1917.2,233.1,8402.7,605.4,8067.5,498.5,41.2,3.0,1003.4,5.0,271.676,16843888.412
Duba - TVTC,27.34103,35.72295,2014-07-01,32.4,2.4,1503.5,114.1,8770.2,548.3,7855.8,468.6,52.8,3.0,1002.0,5.0,234.01,14508644.73
Duba - TVTC,27.34103,35.72295,2014-08-01,32.6,2.2,1534.7,147.9,8106.7,551.9,7309.7,458.1,52.4,3.0,1001.6,5.0,228.723,14180807.794
Duba - TVTC,27.34103,35.72295,2014-09-01,31.4,2.6,1224.0,101.0,8212.4,534.6,6679.7,409.9,52.1,3.0,1004.5,5.0,303.671,18827601.325
Duba - TVTC,27.34103,35.72295,2014-10-01,28.2,2.3,1291.5,148.6,6826.2,500.7,5312.9,355.6,49.0,3.0,1008.6,5.1,338.167,20966350.279
Duba - TVTC,27.34103,35.72295,2014-11-01,25.1,2.5,998.1,87.8,6965.2,477.4,4613.4,293.6,40.8,3.0,1011.3,5.1,391.762,24289227.823
Duba - TVTC,27.34103,35.72295,2014-12-01,23.7,2.3,1074.0,99.7,6092.8,451.6,4014.6,252.0,43.5,3.0,1013.1,5.1,405.578,25145841.622
Duba - TVTC,27.34103,35.72295,2015-01-01,19.5,2.3,1210.2,130.1,6188.2,506.9,4278.5,284.0,43.1,3.0,1015.4,5.1,407.872,25288086.736
Duba - TVTC,27.34103,35.72295,2015-02-01,21.0,2.4,1734.7,177.7,5323.6,513.0,4833.8,350.0,46.3,3.0,1011.1,5.1,388.642,24095825.139
Duba - TVTC,27.34103,35.72295,2015-03-01,24.8,2.7,1967.0,172.2,6072.6,510.9,5973.3,395.9,41.8,3.0,1009.4,5.1,358.025,22197553.576
Duba - TVTC,27.34103,35.72295,2015-04-01,25.5,2.9,2193.3,213.3,7355.4,558.8,7474.3,451.3,39.4,3.0,1009.4,5.1,321.346,19923462.005
Duba - TVTC,27.34103,35.72295,2015-05-01,29.9,2.5,2476.8,228.6,6998.4,533.6,7616.4,462.4,41.0,3.0,1005.7,5.0,263.249,16321443.398
Duba - TVTC,27.34103,35.72295,2015-06-01,30.6,2.6,2004.7,225.9,8290.3,576.7,8090.9,477.3,49.2,3.0,1004.1,5.0,254.887,15803013.586
Duba - TVTC,27.34103,35.72295,2015-07-01,31.6,2.1,1594.6,129.0,8621.1,559.2,7865.0,463.0,56.3,3.0,1002.1,5.0,191.915,11898715.562
Duba - TVTC,27.34103,35.72295,2015-08-01,34.9,2.6,2342.8,207.8,6288.5,456.2,7038.2,423.6,49.5,3.0,1001.8,5.0,279.696,17341142.649
Duba - TVTC,27.34103,35.72295,2015-09-01,32.8,2.4,1846.7,170.6,6632.6,528.5,6401.4,415.6,48.8,3.0,1004.6,5.0,290.02,17981222.737
Duba - TVTC,27.34103,35.72295,2015-10-01,30.3,1.9,1533.6,139.2,6219.0,482.4,5331.1,338.2,50.6,3.0,1007.8,5.0,284.743,17654081.792
Duba - TVTC,27.34103,35.72295,2015-11-01,26.1,2.4,1150.7,93.8,6224.8,443.8,4426.8,280.8,45.2,3.0,1010.3,5.1,388.715,24100355.573
Duba - TVTC,27.34103,35.72295,2015-12-01,20.8,2.9,944.0,102.9,6651.7,494.5,4067.8,257.9,35.7,3.0,1015.5,5.1,447.038,27716347.284
Duba - TVTC,27.34103,35.72295,2016-01-01,19.2,2.6,1175.1,135.2,6495.9,523.1,4390.5,298.8,39.4,3.0,1015.3,5.1,425.022,26351334.076
Duba - TVTC,27.34103,35.72295,2016-02-01,22.2,2.5,1144.8,127.1,7722.4,524.9,5492.1,354.7,38.3,3.0,1013.7,5.1,367.621,22792485.541
Duba - TVTC,27.34103,35.72295,2016-03-01,24.9,2.6,2052.3,204.6,5646.0,537.2,5774.0,413.0,41.8,3.0,1009.1,5.1,356.915,22128742.345
Duba - TVTC,27.34103,35.72295,2016-04-01,28.1,2.2,1941.5,212.2,7477.2,592.0,7230.4,457.4,40.2,3.0,1006.9,5.1,246.203,15264570.441
Duba - TVTC,27.34103,35.72295,2016-05-01,30.5,2.6,2103.2,210.7,7770.0,570.9,7834.5,480.3,41.0,3.0,1006.1,5.0,264.518,16400125.147
Duba - TVTC,27.34103,35.72295,2016-06-01,34.5,2.7,1992.9,199.8,8204.0,612.1,8077.6,497.2,38.5,3.0,1002.7,5.0,254.046,15750821.292
Duba - TVTC,27.34103,35.72295,2016-07-01,32.2,2.2,1431.0,112.0,8847.1,590.3,7826.5,498.3,60.6,3.0,1000.7,5.0,207.777,12882199.234
Duba - TVTC,27.34103,35.72295,2016-08-01,32.3,2.2,1908.9,180.9,7056.7,513.2,7013.3,439.1,60.9,3.0,1001.8,5.0,242.391,15028256.447
Duba - TVTC,27.34103,35.72295,2016-09-01,31.7,2.6,1409.1,138.7,7672.3,597.3,6561.0,542.0,52.5,3.0,1004.3,5.0,307.047,19036883.062
Duba - TVTC,27.34103,35.72295,2016-10-01,29.8,2.0,1308.6,95.9,6750.2,481.9,5395.1,354.4,46.9,3.0,1007.4,5.0,296.539,18385446.845
Duba - TVTC,27.34103,35.72295,2016-11-01,26.5,2.1,1344.3,107.7,5602.1,414.4,4353.7,282.6,36.5,3.0,1011.3,5.1,365.856,22683049.326
Duba - TVTC,27.34103,35.72295,2016-12-01,21.1,2.7,1170.0,128.0,5686.4,561.1,3889.6,383.0,38.1,3.0,1014.4,5.1,442.518,27436126.611
Duba - TVTC,27.34103,35.72295,2017-01-01,20.1,2.3,1299.0,347.5,5473.0,1531.0,4044.4,925.8,40.8,3.0,1013.4,5.1,415.613,25768015.627
Duba - TVTC,27.34103,35.72295,2017-02-01,19.9,2.5,1447.2,549.3,6666.4,1735.6,5226.7,1108.2,33.5,3.0,1014.0,5.1,384.845,23860398.769
Duba - TVTC,27.34103,35.72295,2017-03-01,22.7,2.3,1688.2,581.0,6797.4,1686.4,6089.8,1287.9,45.1,3.0,1008.9,5.1,323.452,20054018.759
Duba - TVTC,27.34103,35.72295,2017-04-01,27.3,2.7,2330.9,715.0,5691.7,1785.4,6394.9,1430.7,43.0,3.0,1007.8,5.1,335.452,20798011.678
Duba - TVTC,27.34103,35.72295,2017-05-01,30.0,2.3,1884.1,603.2,7278.6,1772.5,7236.6,1477.4,46.8,3.0,1006.3,5.0,253.507,15717463.299
Duba - TVTC,27.34103,35.72295,2017-06-01,32.8,2.8,1497.4,436.4,8077.4,1795.2,7382.0,1456.2,42.2,3.0,1002.4,5.0,292.932,18161784.541
Duba - TVTC,27.34103,35.72295,2017-09-01,31.5,2.2,1794.8,203.4,6679.9,506.5,6391.5,531.7,54.7,3.0,1004.5,5.0,271.599,16839159.15
Duba - TVTC,27.34103,35.72295,2017-10-01,27.8,2.2,1066.2,84.4,7652.5,508.6,5606.5,346.7,52.5,3.0,1008.1,5.0,316.887,19646982.889
Duba - TVTC,27.34103,35.72295,2017-11-01,24.9,2.3,1155.1,137.0,6349.7,493.8,4452.6,298.7,45.2,3.0,1010.5,5.1,383.831,23797521.162
Duba - TVTC,27.34103,35.72295,2018-03-01,25.3,2.2,1788.4,183.7,7121.2,566.8,6387.1,410.6,42.9,3.0,1008.7,5.0,291.179,18053120.306
Duba - TVTC,27.34103,35.72295,2018-04-01,26.3,2.3,2444.0,252.6,6393.4,539.6,7102.2,463.6,46.3,3.0,1006.2,5.0,270.601,16777261.479
Duba - TVTC,27.34103,35.72295,2018-05-01,31.4,2.6,2961.0,251.6,5579.1,549.4,7201.6,476.1,38.2,3.0,1004.4,5.0,284.704,17651656.163
Duba - TVTC,27.34103,35.72295,2018-06-01,32.3,2.5,2185.4,208.5,7673.3,557.0,7884.4,490.4,44.0,3.0,1002.5,5.0,245.614,15228046.476
Duba - TVTC,27.34103,35.72295,2018-07-01,31.2,2.0,1849.7,212.4,8097.8,636.0,7742.1,537.9,56.6,3.0,1001.7,5.0,181.278,11239233.274
Duba - TVTC,27.34103,35.72295,2018-08-01,31.7,2.1,1394.7,115.6,8415.6,549.0,7342.3,452.4,61.0,3.0,1001.8,5.0,215.121,13337488.369
Hagl - SWCC,29.28997,34.93002,2013-08-01,31.3,6.4,1313.3,95.4,8962.1,572.6,7622.2,468.5,47.0,3.0,978.8,5.0,434.203,26920616.926
Hagl - SWCC,29.28997,34.93002,2013-09-01,29.5,7.4,1367.6,117.4,7869.5,564.5,6581.1,413.7,51.7,3.0,1006.5,5.0,468.334,29036706.185
Hagl - SWCC,29.28997,34.93002,2013-10-01,25.9,7.7,1171.1,143.2,7317.4,860.4,5432.8,588.8,47.3,3.0,1009.9,5.1,496.958,30811422.234
Hagl - SWCC,29.28997,34.93002,2013-11-01,24.2,5.4,1386.1,225.0,5350.9,628.4,4173.9,525.4,48.9,3.0,1010.7,5.0,495.908,30746301.127
Hagl - SWCC,29.28997,34.93002,2013-12-01,18.3,6.0,1217.3,100.6,4725.5,465.0,3403.9,238.8,44.0,3.0,1015.9,5.1,533.79,33095005.928
Hagl - SWCC,29.28997,34.93002,2014-01-01,18.4,5.8,1201.0,102.5,5624.0,456.6,3926.3,262.2,50.3,3.0,1014.6,5.1,523.119,32433357.794
Hagl - SWCC,29.28997,34.93002,2014-02-01,19.3,6.6,1206.2,119.7,7051.1,521.7,5091.4,336.9,45.5,3.0,1013.5,5.1,511.377,31705367.945
Hagl - SWCC,29.28997,34.93002,2014-03-01,22.0,6.0,2047.4,201.2,5264.2,540.4,5518.5,424.4,48.3,3.0,1010.1,5.1,488.917,30312870.037
Hagl - SWCC,29.28997,34.93002,2014-04-01,25.3,6.0,2159.8,233.8,6599.9,550.2,6827.6,458.2,42.2,3.0,1008.8,5.1,457.98,28394777.823
Hagl - SWCC,29.28997,34.93002,2014-05-01,27.6,5.9,2203.2,221.9,7189.7,611.5,7453.4,483.8,43.6,3.0,1007.9,5.1,438.942,27214415.294
Hagl - SWCC,29.28997,34.93002,2014-06-01,29.3,6.8,1853.1,328.3,8637.5,708.6,8151.6,627.1,45.3,3.0,1005.7,5.0,439.722,27262766.529
Hagl - SWCC,29.28997,34.93002,2014-07-01,30.7,6.2,1353.8,106.9,9413.6,581.5,8120.9,482.3,47.6,3.0,1003.9,5.0,424.85,26340679.347
Hagl - SWCC,29.28997,34.93002,2014-08-01,31.5,5.9,1301.2,97.5,8789.3,563.2,7502.3,466.0,50.6,3.0,1003.1,5.0,425.961,26409610.158
Hagl - SWCC,29.28997,34.93002,2014-09-01,29.3,7.4,1247.1,124.8,8099.9,542.7,6590.8,413.4,54.5,3.0,1007.0,5.1,468.836,29067809.117
Hagl - SWCC,29.28997,34.93002,2014-10-01,26.5,6.6,1223.6,131.8,7001.4,490.6,5311.6,346.6,52.5,3.0,1010.5,5.1,485.706,30113758.153
Hagl - SWCC,29.28997,34.93002,2014-11-01,22.8,6.0,1138.0,106.6,6210.2,440.5,4278.4,277.9,48.3,3.0,1013.3,5.1,505.944,31368558.903
Hagl - SWCC,29.28997,34.93002,2014-12-01,20.7,5.9,1038.7,87.9,5591.5,435.0,3651.4,231.4,53.4,3.0,1015.0,5.1,521.412,32327538.483
Hagl - SWCC,29.28997,34.93002,2015-01-01,17.1,5.4,1231.7,110.0,5148.4,468.3,3745.9,261.4,49.8,3.0,1016.8,5.1,525.603,32587391.144
Hagl - SWCC,29.28997,34.93002,2015-02-01,18.6,6.1,1564.2,147.5,5549.5,515.0,4677.4,346.2,48.6,3.0,1012.3,5.1,514.004,31868272.354
Hagl - SWCC,29.28997,34.93002,2015-03-01,22.1,7.7,1782.6,160.0,6639.9,497.7,6064.0,379.6,47.5,3.0,1011.9,5.1,501.098,31068051.666
Hagl - SWCC,29.28997,34.93002,2015-04-01,23.4,6.7,1994.8,194.0,7507.0,562.8,7337.6,457.6,44.4,3.0,1011.3,5.1,467.964,29013763.003
Hagl - SWCC,29.28997,34.93002,2015-05-01,27.9,5.9,2109.5,228.1,7802.0,581.0,7826.4,472.5,44.6,3.0,1007.2,5.1,432.03,26785877.17
Hagl - SWCC,29.28997,34.93002,2015-06-01,28.6,6.7,1918.3,236.0,8542.5,607.4,8148.0,482.1,49.8,3.0,1006.3,5.0,440.272,27296834.437
Hagl - SWCC,29.28997,34.93002,2015-07-01,31.2,6.1,1475.3,114.6,9009.9,576.7,8003.1,471.7,48.2,3.0,1003.2,5.0,423.082,26231064.162
Hagl - SWCC,29.28997,34.93002,2015-08-01,32.4,6.8,1945.3,181.9,7243.9,525.8,7182.8,434.0,51.2,3.0,1004.0,5.0,443.488,27496282.627
Hagl - SWCC,29.28997,34.93002,2015-09-01,31.3,6.7,1933.4,203.4,5910.7,494.5,5902.3,403.2,53.1,3.0,1006.2,5.0,463.498,28736862.931
Hagl - SWCC,29.28997,34.93002,2015-10-01,28.3,6.3,1685.9,138.2,5294.6,418.7,4903.1,327.4,58.7,3.0,1009.1,5.1,482.582,29920070.583
Hagl - SWCC,29.28997,34.93002,2015-11-01,24.3,6.4,1433.4,141.4,5009.4,432.9,4011.6,268.0,51.3,3.0,1011.9,5.1,509.403,31582997.84
Hagl - SWCC,29.28997,34.93002,2015-12-01,18.3,7.0,905.4,74.3,6004.4,468.7,3662.5,239.0,46.9,3.0,1017.9,5.1,537.958,33353371.807
Hagl - SWCC,29.28997,34.93002,2016-01-01,16.9,6.2,1154.1,125.2,5823.5,472.0,3976.2,273.3,50.2,3.0,1017.3,5.1,531.176,32932930.14
Hagl - SWCC,29.28997,34.93002,2016-02-01,20.3,5.9,1125.4,133.4,6994.8,507.8,4953.1,336.0,48.8,3.0,1015.5,5.1,501.816,31112598.293
Hagl - SWCC,29.28997,34.93002,2016-03-01,22.4,6.5,1929.7,183.0,5859.4,523.9,5708.8,401.4,47.4,3.0,1011.0,5.1,491.585,30478268.448
Hagl - SWCC,29.28997,34.93002,2016-04-01,26.6,5.3,1984.3,205.6,7234.3,570.2,7115.7,461.5,44.1,3.0,1008.0,5.1,434.577,26943779.813
Hagl - SWCC,29.28997,34.93002,2016-05-01,27.8,6.7,2158.1,200.3,7600.8,602.2,7728.0,484.0,46.4,3.0,1008.0,5.1,448.697,27819200.757
Hagl - SWCC,29.28997,34.93002,2016-06-01,31.7,5.8,2036.6,204.1,8066.6,618.7,8031.3,487.4,43.6,3.0,1004.6,5.0,414.646,25708072.625
Hagl - SWCC,29.28997,34.93002,2016-07-01,31.7,6.4,1290.5,97.7,9244.5,588.9,7935.9,491.8,51.6,3.0,1002.1,5.0,428.321,26555903.527
Hagl - SWCC,29.28997,34.93002,2016-08-01,31.4,7.1,1687.2,158.1,7503.3,527.9,7073.0,435.3,57.6,3.0,1003.8,5.0,452.295,28042260.131
Hagl - SWCC,29.28997,34.93002,2016-09-01,29.5,8.5,1229.4,104.8,7929.5,539.0,6440.9,466.9,57.5,3.0,1006.8,5.1,480.767,29807572.671
Hagl - SWCC,29.28997,34.93002,2016-10-01,27.6,7.2,1314.4,102.8,6398.3,441.6,5108.5,338.8,56.9,3.0,1009.3,5.0,491.268,30458602.267
Hagl - SWCC,29.28997,34.93002,2016-11-01,23.8,6.7,1395.0,123.6,4874.1,404.8,3936.1,266.2,49.2,3.0,1013.2,5.1,514.684,31910389.42
Hagl - SWCC,29.28997,34.93002,2016-12-01,17.7,6.8,990.1,110.1,5312.7,685.8,3423.7,374.7,51.0,3.0,1017.2,5.1,541.698,33585296.804
Hagl - SWCC,29.28997,34.93002,2017-01-01,16.9,6.9,1209.4,377.4,4966.8,1407.7,3583.5,854.5,50.7,3.0,1015.9,5.1,542.702,33647497.334
Hagl - SWCC,29.28997,34.93002,2017-02-01,17.7,6.5,1326.0,449.3,6195.3,1653.5,4743.2,1052.2,45.7,3.0,1016.2,5.1,520.321,32259923.383
Hagl - SWCC,29.28997,34.93002,2017-03-01,21.3,6.1,1606.2,545.9,6199.7,1678.1,5558.3,1196.3,50.5,3.0,1010.3,5.1,491.915,30498715.168
Hagl - SWCC,29.28997,34.93002,2017-04-01,24.9,6.7,2098.2,676.9,6201.1,1830.3,6497.3,1427.8,47.1,3.0,1010.0,5.1,475.123,29457635.7
Hagl - SWCC,29.28997,34.93002,2017-05-01,27.9,6.1,1730.9,533.0,7562.2,1799.8,7248.7,1484.6,46.4,3.0,1008.0,5.0,445.088,27595479.471
Hagl - SWCC,29.28997,34.93002,2017-06-01,29.7,7.3,1297.0,381.3,8543.8,1864.0,7480.6,1480.6,49.7,3.0,1005.2,5.0,454.914,28204696.459
Hagl - SWCC,29.28997,34.93002,2017-09-01,29.5,7.6,1554.4,167.5,7044.8,538.6,6280.5,532.6,60.7,3.0,1006.9,5.1,474.283,29405524.122
Hagl - SWCC,29.28997,34.93002,2017-10-01,26.5,6.7,1177.5,102.5,7072.0,483.8,5308.3,333.8,57.8,3.0,1010.4,5.0,486.887,30187012.33
Hagl - SWCC,29.28997,34.93002,2017-11-01,22.7,6.9,1172.9,125.6,6017.5,469.8,4213.1,289.1,55.3,3.0,1012.8,5.0,515.94,31988266.47
Hagl - SWCC,29.28997,34.93002,2018-03-01,23.4,6.1,1877.6,198.8,6505.4,664.5,6067.1,422.7,43.1,3.0,1010.2,5.0,477.466,29602861.771
Hagl - SWCC,29.28997,34.93002,2018-04-01,24.8,5.9,2386.5,199.3,5939.1,598.3,6662.6,479.9,44.6,3.0,1008.0,5.0,460.364,28542577.952
Hagl - SWCC,29.28997,34.93002,2018-05-01,29.3,4.9,2875.1,223.1,5215.4,525.8,6864.1,472.2,42.7,3.0,1005.5,5.0,420.628,26078963.838
Hagl - SWCC,29.28997,34.93002,2018-06-01,30.3,6.8,1845.1,195.8,8272.2,636.4,7953.3,514.2,46.0,3.0,1004.5,5.0,439.35,27239695.085
Hagl - SWCC,29.28997,34.93002,2018-07-01,31.4,5.3,1649.4,171.8,8439.4,666.0,7799.3,561.5,47.3,3.0,1002.7,5.0,407.377,25257397.067
Hagl - SWCC,29.28997,34.93002,2018-08-01,31.2,7.0,1215.1,88.3,8765.8,607.8,7365.1,466.3,52.4,3.0,1003.6,5.0,447.632,27753210.838
Tabuk - University,28.38287,36.483959999999996,2013-10-01,23.0,2.5,1059.7,113.8,8163.6,730.0,5841.3,506.8,28.3,3.0,926.7,4.6,351.92,21819067.022
Tabuk - University,28.38287,36.483959999999996,2013-11-01,19.4,2.3,1498.6,127.1,5304.2,450.5,4269.3,275.5,43.0,3.0,927.2,4.6,408.563,25330911.058
Tabuk - University,28.38287,36.483959999999996,2013-12-01,12.4,2.2,1212.6,123.5,5450.9,478.5,3754.8,264.4,42.3,3.0,930.2,4.7,444.581,27564044.911
Tabuk - University,28.38287,36.483959999999996,2014-01-01,13.1,2.0,1169.9,105.3,5982.6,458.7,4098.9,280.9,47.4,3.0,929.4,4.7,410.009,25420528.078
Tabuk - University,28.38287,36.483959999999996,2014-02-01,14.6,2.4,1214.4,126.2,7537.7,546.1,5381.5,357.5,36.7,3.0,928.2,4.7,387.096,23999934.198
Tabuk - University,28.38287,36.483959999999996,2014-03-01,19.4,2.768229473004645,2068.7,174.5,5911.4,520.6,5972.5,412.8,34.5,3.0,925.6,4.6,380.094,23565805.956
Tabuk - University,28.38287,36.483959999999996,2014-04-01,24.8,2.558801540871521,2537.8,244.3,6654.4,541.3,7227.9,464.2,22.3,3.0,925.4,4.6,300.161,18609991.433
Tabuk - University,28.38287,36.483959999999996,2014-05-01,27.2,2.514554117624545,2245.9,217.5,7889.3,602.4,7958.4,499.8,22.7,3.0,925.0,4.6,260.508,16151523.598
Tabuk - University,28.38287,36.483959999999996,2014-06-01,30.4,2.3913928488568352,2005.2,263.2,8835.1,632.2,8437.0,511.8,21.8,3.0,923.5,4.6,216.188,13403651.686
Tabuk - University,28.38287,36.483959999999996,2014-07-01,32.0,2.4871728362257493,1469.6,109.7,9479.4,604.8,8297.1,503.2,22.3,3.0,922.0,4.6,229.336,14218855.041
Tabuk - University,28.38287,36.483959999999996,2014-08-01,32.4,2.454650228329271,1557.0,165.2,8765.5,565.4,7722.0,478.7,23.4,3.0,921.6,4.6,246.047,15254902.676
Tabuk - University,28.38287,36.483959999999996,2014-09-01,28.9,2.247867177749402,1286.3,106.4,8502.8,532.4,6886.7,419.2,31.7,3.0,924.5,4.6,264.761,16415178.499
Tabuk - University,28.38287,36.483959999999996,2014-10-01,24.1,2.1912611702073264,1385.5,145.5,6934.5,521.4,5443.2,359.0,32.6,3.0,927.1,4.6,334.54,20741493.741
Tabuk - University,28.38287,36.483959999999996,2014-11-01,17.9,1.9915474699716817,1113.2,106.7,6953.2,477.0,4621.9,295.2,36.7,3.0,929.1,4.7,369.36,22900348.123
Tabuk - University,28.38287,36.483959999999996,2014-12-01,15.5,2.1,1113.1,56.3,5829.1,237.7,3866.8,137.9,48.6,3.0,930.3,4.6,422.167,26174357.221
Tabuk - University,28.38287,36.483959999999996,2015-01-01,13.0,2.6,1366.1,79.8,5726.7,320.0,4122.9,178.2,37.0,3.5,930.0,5.4,454.138,28156534.954
Tabuk - University,28.38287,36.483959999999996,2015-02-01,15.0,3.2,1698.0,99.3,5806.3,238.1,4984.0,186.0,33.8,3.0,926.7,4.6,450.55,27934099.034
Tabuk - University,28.38287,36.483959999999996,2015-03-01,19.2,2.9,2010.6,90.6,6476.0,229.3,6209.4,194.5,28.4,3.0,927.3,4.7,382.263,23700335.315
Tabuk - University,28.38287,36.483959999999996,2015-04-01,21.5,3.0,2040.8,103.5,7860.1,398.0,7635.8,416.3,20.6,3.0,926.6,4.7,336.888,20887027.772
Tabuk - University,28.38287,36.483959999999996,2015-05-01,27.5,3.3,2282.4,106.0,7746.8,343.9,7907.8,285.5,17.0,3.0,924.5,4.6,332.197,20596242.05
Tabuk - University,28.38287,36.483959999999996,2015-06-01,29.1,3.0,1888.0,81.9,9052.3,269.1,8489.5,226.4,21.9,3.0,923.4,4.6,286.229,17746225.978
Tabuk - University,28.38287,36.483959999999996,2015-07-01,31.7,3.0,1663.1,54.0,9139.8,253.2,8297.2,222.9,18.9,3.0,921.6,4.6,284.154,17617577.261
Tabuk - University,28.38287,36.483959999999996,2015-08-01,33.5,3.0,2283.5,85.8,6648.6,231.7,7182.0,208.1,19.4,3.0,922.9,4.6,313.65,19446271.505
Tabuk - University,28.38287,36.483959999999996,2015-09-01,30.3,2.7,2039.3,106.4,6311.2,253.3,6326.9,205.6,23.1,3.0,924.9,4.6,328.449,20363823.346
Tabuk - University,28.38287,36.483959999999996,2015-10-01,25.9,2.4,1586.5,70.3,6286.8,260.4,5370.2,204.2,33.8,3.0,926.8,4.6,352.199,21836329.539
Tabuk - University,28.38287,36.483959999999996,2015-11-01,18.1,2.2,1379.3,68.2,5253.8,303.0,4131.8,190.5,49.7,3.0,928.4,4.7,410.562,25454852.51
Tabuk - University,28.38287,36.483959999999996,2015-12-01,10.8,1.9,1057.7,53.5,6142.1,448.6,3902.6,269.9,44.7,3.0,932.1,4.7,416.772,25839866.653
Tabuk - University,28.38287,36.483959999999996,2016-01-01,10.8,2.0,1106.2,60.9,6682.5,412.0,4352.4,254.4,38.0,3.0,930.8,4.7,405.225,25123979.899
Tabuk - University,28.38287,36.483959999999996,2016-02-01,15.1,2.3,1089.7,51.5,7844.2,266.6,5446.4,177.0,30.2,3.0,930.5,4.7,373.654,23166539.3
Tabuk - University,28.38287,36.483959999999996,2016-03-01,19.3,2.8,2056.0,93.4,5945.0,241.2,5922.6,190.2,29.4,3.0,926.6,4.7,384.403,23833015.306
